Latitud,Longitud
21.22092,-88.54823
21.22112,-88.77919
21.22134,-88.67345
21.22136,-88.55964
21.22151,-88.30243
21.22154,-89.1153
21.22164,-87.71723
21.22192,-88.80604
21.222,-88.74397
21.22204,-87.7868
21.22227,-88.33331
21.22232,-88.73729
21.22243,-88.93645
21.22272,-88.66884
21.2228,-88.1073
21.22291,-88.91558
21.22336,-88.31147
21.22378,-87.82472
21.22388,-87.59078
21.22449,-88.76191
21.22453,-88.7545
21.22471,-88.3617
21.22501,-88.86208
21.22529,-88.77187
21.2255,-88.37326
21.22552,-88.32257
21.22558,-88.54145
21.22572,-88.69158
21.22621,-88.82934
21.22624,-88.6658
21.2266,-88.67386
21.22674,-87.7794
21.22686,-87.85899
21.22689,-88.40501
21.22692,-88.54797
21.22693,-88.71474
21.22697,-89.53391
21.22697,-89.14626
21.22713,-87.73794
21.22717,-88.76327
21.22729,-89.17799
21.22741,-88.452
21.22742,-88.69699
21.22758,-88.37654
21.22763,-87.7593
21.22783,-88.73828
21.22803,-88.38441
21.22807,-88.68219
21.22811,-88.43559
21.22877,-88.75811
21.22879,-88.6684
21.22926,-88.10359
21.22927,-88.67825
21.22938,-87.92262
21.22944,-89.56816
21.22973,-88.7404
21.22975,-87.91684
21.22988,-88.39836
21.23007,-88.33645
21.23031,-87.78408
21.23051,-88.56036
21.23055,-88.35637
21.23074,-88.06631
21.23085,-88.90943
21.23126,-89.10657
21.23131,-88.66387
21.23153,-88.46959
21.23207,-89.1946
21.23214,-88.77996
21.23251,-88.73559
21.23275,-88.69516
21.23288,-88.7758
21.23296,-88.6473
21.2331,-88.9811
21.23335,-88.72354
21.23339,-88.5004
21.23343,-89.21229
21.23355,-88.54755
21.23367,-88.8182
21.23412,-87.82776
21.2342,-88.72514
21.23431,-89.18405
21.23456,-88.37645
21.23485,-88.95766
21.23511,-88.72081
21.23595,-88.57613
21.23617,-88.3674
21.23627,-88.768
21.23627,-88.68325
21.23655,-88.42637
21.2366,-88.45602
21.23671,-88.6391
21.23687,-87.8589
21.23691,-88.97586
21.23699,-88.43218
21.23724,-88.83162
21.23732,-88.7525
21.23734,-88.0954
21.23745,-88.02602
21.23755,-88.54395
21.23757,-88.72024
21.238,-88.20524
21.23821,-88.43737
21.23821,-87.89346
21.23824,-88.114
21.23829,-88.41866
21.23861,-88.78667
21.23864,-88.70632
21.2387,-88.62579
21.23892,-89.09984
21.23894,-88.80888
21.23898,-88.3951
21.23916,-88.77383
21.23916,-88.28283
21.23929,-88.65491
21.23932,-88.55204
21.23966,-88.71675
21.23969,-89.14275
21.23969,-88.26969
21.2399,-88.7108
21.24005,-88.65137
21.24044,-88.93681
21.2405,-88.33623
21.24064,-88.53456
21.24075,-88.65797
21.24077,-88.08837
21.24077,-87.93038
21.2409,-88.53191
21.24097,-89.17577
21.24108,-87.9063
21.24112,-88.92486
21.24121,-89.53138
21.24124,-88.64017
21.24155,-87.94408
21.24179,-87.89156
21.24184,-88.06886
21.24208,-88.21252
21.24236,-88.73246
21.24248,-87.9504
21.24271,-88.53496
21.24283,-88.7475
21.24296,-88.83288
21.24303,-88.92251
21.2433,-87.84506
21.24359,-88.07252
21.24367,-88.8142
21.24422,-88.10909
21.24441,-88.22178
21.24463,-88.413
21.24473,-88.94716
21.24483,-87.80039
21.24521,-87.78815
21.2453,-88.93536
21.24532,-89.16646
21.24537,-89.11808
21.24566,-89.11482
21.24578,-88.47224
21.24582,-88.69479
21.24598,-88.3754
21.24604,-87.89832
21.24635,-88.97142
21.2466,-88.72688
21.24667,-88.65934
21.24685,-89.20987
21.24714,-88.76584
21.24716,-88.65116
21.24748,-89.16707
21.2476,-88.15169
21.24776,-89.12614
21.24777,-88.36547
21.2478,-88.93779
21.24781,-87.92065
21.24796,-88.81647
21.24806,-88.52711
21.24813,-88.71851
21.24838,-88.44034
21.24849,-87.78403
21.24861,-88.83682
21.24866,-89.53362
21.24866,-88.33242
21.24874,-88.34827
21.24939,-88.7377
21.24947,-87.90504
21.24951,-88.1591
21.24966,-87.85699
21.24967,-88.55378
21.2497,-88.39271
21.25003,-88.08569
21.25013,-88.72209
21.25033,-88.14084
21.25059,-88.54605
21.25063,-88.91424
21.25105,-88.04549
21.25114,-87.82091
21.25123,-88.63908
21.25129,-88.82563
21.25153,-87.96206
21.25167,-88.07618
21.25186,-88.09113
21.25208,-87.96693
21.25217,-88.48889
21.2523,-88.21677
21.25263,-88.90186
21.25272,-87.94653
21.25286,-88.60041
21.25288,-88.52681
21.25295,-88.04538
21.25305,-88.59412
21.25314,-87.93359
21.25336,-88.55531
21.2534,-88.04351
21.25342,-87.84145
21.25345,-89.2656
21.25345,-88.89877
21.25348,-87.91237
21.25363,-88.6909
21.25389,-88.64738
21.25394,-88.61973
21.25397,-89.175
21.25397,-88.87855
21.25401,-88.63897
21.25431,-87.80128
21.25446,-88.97789
21.25483,-88.36425
21.255,-88.71749
21.25508,-88.56643
21.2552,-88.08057
21.25525,-88.54076
21.25564,-88.15902
21.25574,-88.76889
21.25591,-88.38318
21.25604,-88.77584
21.25615,-88.13076
21.25647,-88.40594
21.2567,-88.41457
21.25688,-87.78453
21.25706,-88.16763
21.25742,-88.581
21.25779,-88.70911
21.2578,-88.35667
21.25796,-88.5162
21.25798,-88.9119
21.25803,-88.49337
21.25807,-88.96053
21.25809,-88.82978
21.25813,-88.34363
21.25839,-88.14354
21.25858,-88.326
21.25862,-88.44019
21.25908,-87.96037
21.25911,-88.39722
21.25957,-88.33626
21.25965,-88.36675
21.2597,-88.93646
21.25991,-88.68102
21.26009,-88.62834
21.26027,-88.05025
21.26034,-87.81544
21.26052,-88.18087
21.26062,-88.89388
21.26072,-88.56332
21.26107,-88.12532
21.26122,-88.81901
21.26148,-87.85586
21.26152,-88.85645
21.26158,-87.96575
21.26168,-87.86488
21.26193,-88.64915
21.26206,-88.52674
21.26217,-87.9205
21.26222,-88.50976
21.26235,-88.01183
21.26251,-88.7337
21.26274,-88.97782
21.2628,-88.76626
21.26282,-88.96003
21.26306,-88.93056
21.26364,-88.41971
21.26381,-89.17415
21.26392,-88.07983
21.26394,-88.62636
21.26398,-88.23369
21.26399,-87.7827
21.26408,-88.65808
21.2643,-87.82091
21.26443,-88.66933
21.26461,-88.64541
21.26479,-88.75642
21.26483,-87.80391
21.26497,-88.10167
21.26503,-88.71264
21.26505,-88.02748
21.2651,-88.77027
21.26521,-88.77027
21.26525,-88.81525
21.26528,-88.84196
21.26541,-88.64865
21.26558,-88.35175
21.26559,-88.51768
21.26562,-88.98997
21.2658,-88.36474
21.26585,-87.96325
21.26587,-88.97399
21.26589,-88.4353
21.26589,-88.03293
21.2659,-88.44873
21.266,-88.2165
21.26607,-88.38609
21.26628,-88.02316
21.2667,-88.00185
21.26675,-87.8171
21.26683,-88.4925
21.26716,-88.60195
21.26729,-88.40304
21.26738,-87.72451
21.26747,-88.68491
21.26767,-88.42675
21.26788,-88.66264
21.26798,-87.8494
21.26803,-88.22517
21.26818,-88.00809
21.26836,-88.7078
21.26847,-88.68951
21.26854,-88.32333
21.26906,-88.89877
21.26922,-88.853
21.26933,-87.92245
21.26934,-89.11408
21.26988,-88.21421
21.26999,-88.78799
21.27009,-88.39642
21.27014,-88.61564
21.27021,-88.80017
21.27024,-88.63877
21.27079,-88.7417
21.27085,-88.45544
21.27097,-87.77119
21.27109,-89.20763
21.27154,-88.91407
21.27155,-88.40849
21.27167,-88.19454
21.2718,-87.86347
21.27204,-88.41085
21.27214,-88.75084
21.27267,-88.71958
21.27296,-87.99031
21.27302,-88.68491
21.27303,-88.94715
21.27333,-87.80673
21.27334,-88.18487
21.27346,-87.77297
21.27353,-88.33044
21.27362,-88.33783
21.27369,-88.02615
21.27416,-89.13095
21.27425,-88.17819
21.27458,-89.1273
21.27473,-87.98252
21.27481,-87.914
21.27492,-88.41927
21.27492,-88.03903
21.2751,-88.7524
21.27519,-88.31764
21.2753,-88.38774
21.27549,-88.49329
21.27608,-88.34522
21.27676,-89.26888
21.27683,-88.85209
21.27707,-89.11299
21.27722,-88.67943
21.2774,-88.41438
21.27742,-88.7409
21.27744,-88.7222
21.27745,-88.66764
21.27777,-88.572
21.278,-88.30664
21.27818,-88.83689
21.27888,-88.87541
21.27896,-88.78711
21.27906,-89.28872
21.2791,-89.26435
21.27931,-87.80637
21.27943,-88.17182
21.27955,-88.61665
21.27956,-88.40495
21.2797,-88.58014
21.27976,-88.43126
21.28004,-88.38125
21.28016,-88.54672
21.28027,-88.89974
21.28027,-88.20511
21.28028,-87.9795
21.28071,-88.55581
21.28076,-88.02071
21.28087,-88.56123
21.28128,-87.60758
21.28145,-87.98667
21.28155,-88.53573
21.28186,-88.52294
21.28247,-88.91509
21.28326,-89.18267
21.28371,-88.19144
21.28375,-88.04807
21.28417,-88.95048
21.28417,-87.81278
21.28424,-88.02677
21.28447,-88.39217
21.28453,-87.89893
21.28498,-88.5978
21.28499,-88.94421
21.28505,-88.72175
21.28532,-88.04114
21.28534,-88.39989
21.28538,-89.26821
21.28539,-87.9725
21.28558,-88.65309
21.28595,-89.13008
21.28599,-88.6219
21.2861,-88.3304
21.28739,-88.54974
21.28739,-88.54348
21.28759,-88.69766
21.28769,-88.97619
21.28816,-88.67097
21.28831,-88.41005
21.28846,-88.24527
21.28901,-88.98636
21.28902,-88.31906
21.28932,-88.68622
21.28957,-87.8135
21.28964,-88.51748
21.28984,-88.9039
21.29025,-87.90921
21.29087,-88.18171
21.29093,-88.56497
21.29095,-88.05193
21.29102,-88.06585
21.2921,-88.30885
21.29214,-87.97616
21.29216,-88.6459
21.29241,-88.3858
21.29272,-88.89886
21.29273,-88.8089
21.29293,-88.94747
21.29297,-88.69657
21.29304,-88.6414
21.29329,-88.66927
21.2933,-88.53103
21.29341,-88.63419
21.29341,-88.43176
21.29364,-88.57854
21.29374,-88.66839
21.29376,-88.83228
21.2938,-87.96337
21.2939,-88.65932
21.29427,-88.79299
21.29457,-88.7278
21.29476,-88.79818
21.29476,-88.05141
21.29506,-88.7295
21.29509,-88.81978
21.29542,-89.17478
21.29547,-88.59438
21.29555,-88.88291
21.29598,-87.60326
21.29599,-89.11047
21.2963,-88.61046
21.29633,-88.01637
21.2965,-88.88292
21.29657,-88.57442
21.29657,-88.56527
21.29677,-88.89259
21.29684,-88.74435
21.29745,-88.61463
21.29772,-88.86369
21.29805,-88.44849
21.29816,-88.33088
21.29885,-88.43958
21.29888,-88.31127
21.29896,-88.7858
21.29916,-88.95336
21.29936,-88.61761
21.29942,-88.45985
21.29946,-89.09944
21.29992,-89.00952
21.30009,-88.76646
21.3001,-88.57642
21.30017,-88.62774
21.30091,-87.76678
21.30128,-88.55577
21.30141,-88.53254
21.30171,-88.78199
21.30184,-88.63705
21.3019,-88.38821
21.30194,-89.12106
21.30208,-88.60982
21.30233,-89.0026
21.30234,-88.5677
21.30241,-88.51848
21.30246,-88.3219
21.30249,-88.96347
21.30263,-88.74741
21.30273,-88.93521
21.30279,-88.73454
21.30299,-88.7253
21.30309,-88.31466
21.30322,-89.25959
21.30336,-88.62254
21.30388,-88.09763
21.304,-88.35935
21.30401,-88.80946
21.30415,-88.75816
21.30467,-88.918
21.30485,-88.72952
21.3049,-87.97757
21.30521,-88.7888
21.30527,-88.63912
21.30588,-88.59322
21.30624,-88.39687
21.30639,-88.9137
21.30679,-88.906
21.3068,-88.64036
21.30685,-88.6341
21.3071,-88.32968
21.30729,-88.72215
21.30737,-88.01299
21.3082,-88.79927
21.30847,-87.91071
21.30863,-88.59542
21.30885,-87.73688
21.30906,-88.8839
21.30961,-88.7301
21.30962,-88.97044
21.30962,-88.7173
21.30966,-88.48048
21.30972,-88.10089
21.30975,-88.41221
21.30996,-88.7958
21.31001,-88.99719
21.31023,-88.59653
21.3104,-87.94038
21.31059,-88.62547
21.31071,-88.60697
21.31076,-88.35361
21.31094,-87.95442
21.31123,-88.53343
21.31194,-89.26446
21.31205,-88.73573
21.31225,-88.61051
21.31234,-89.00467
21.31245,-88.63606
21.31247,-88.7767
21.31248,-88.20479
21.31297,-88.67054
21.31308,-88.74742
21.31337,-88.34402
21.31348,-88.01295
21.31382,-88.82542
21.31428,-88.49685
21.3143,-88.1917
21.31444,-88.0269
21.31452,-89.11185
21.31468,-88.79849
21.31473,-88.52042
21.31474,-88.47405
21.31503,-88.505
21.31504,-88.9491
21.31515,-88.91763
21.31539,-87.72414
21.31558,-88.56944
21.31568,-87.99428
21.31576,-88.38608
21.31579,-88.48961
21.31588,-89.25162
21.31591,-87.91137
21.31596,-88.69886
21.31596,-88.46531
21.3163,-88.00256
21.31657,-89.244
21.31665,-88.45802
21.3168,-87.9878
21.3171,-88.72952
21.3172,-88.93048
21.31765,-88.83195
21.31775,-88.21849
21.3178,-88.55215
21.31803,-88.76984
21.3182,-88.90508
21.31835,-88.45966
21.31837,-88.55915
21.31841,-88.80219
21.3185,-88.53748
21.31852,-88.93595
21.31858,-88.69293
21.31862,-88.68427
21.31906,-88.95956
21.31918,-88.81369
21.31922,-88.53172
21.31927,-88.36164
21.31941,-88.37185
21.31965,-88.77921
21.31968,-88.0164
21.31973,-88.2001
21.31981,-88.82236
21.31983,-88.56663
21.31986,-88.54115
21.32003,-87.74505
21.32009,-88.72269
21.3202,-88.57214
21.32029,-88.68604
21.32029,-88.03102
21.32045,-88.52445
21.32045,-88.51756
21.32081,-88.23058
21.32096,-87.71871
21.32098,-88.61797
21.32112,-88.78741
21.3212,-87.9716
21.32148,-88.75327
21.32156,-88.72885
21.32168,-88.91685
21.32242,-88.24009
21.32259,-88.96861
21.32286,-88.68863
21.32289,-88.73886
21.32292,-88.55405
21.32328,-87.99464
21.32352,-88.81611
21.32367,-87.94892
21.32368,-88.62845
21.32397,-88.10486
21.32453,-88.96726
21.32484,-88.09216
21.32493,-88.95334
21.32495,-88.22577
21.32502,-88.8364
21.32514,-88.72411
21.32554,-87.96365
21.32567,-88.77483
21.32595,-88.32066
21.32625,-88.83855
21.32647,-88.02926
21.32659,-88.6423
21.32697,-88.18119
21.32707,-87.95454
21.32742,-88.48898
21.32779,-88.2426
21.32802,-88.88683
21.32814,-88.80331
21.32821,-88.7441
21.32868,-88.58453
21.32872,-88.94891
21.32915,-88.80508
21.32926,-88.53703
21.32927,-88.10707
21.33021,-88.231
21.33034,-88.5146
21.33041,-88.82306
21.33072,-88.48473
21.33098,-88.01284
21.331,-88.57607
21.33146,-88.89625
21.33166,-88.8366
21.33189,-88.29793
21.33217,-88.55604
21.3329,-88.45889
21.3329,-88.45803
21.3331,-88.50221
21.33318,-88.83081
21.33363,-88.63801
21.33372,-87.93375
21.33376,-88.48203
21.33385,-88.89433
21.33391,-88.91283
21.33394,-88.89886
21.33414,-88.81693
21.33454,-88.51472
21.33462,-87.92318
21.33472,-88.08279
21.33505,-87.89655
21.33541,-88.09632
21.33572,-87.94965
21.33573,-88.57944
21.33613,-88.78323
21.3362,-88.26565
21.33622,-88.23682
21.33625,-88.45798
21.33639,-88.97763
21.33639,-88.22981
21.33646,-88.27995
21.33655,-87.98783
21.33659,-88.09231
21.33664,-88.3671
21.33686,-88.95232
21.33702,-88.10975
21.33765,-88.9043
21.33774,-88.31646
21.33782,-88.58437
21.33803,-87.9915
21.33824,-88.73941
21.33842,-88.46289
21.33862,-87.94257
21.33871,-88.46843
21.33875,-88.88431
21.33889,-88.88733
21.33894,-88.24537
21.33898,-88.22513
21.33912,-88.35478
21.33984,-87.89842
21.34051,-88.6516
21.34075,-88.30479
21.34086,-88.82946
21.34098,-88.27589
21.34099,-88.26025
21.34139,-88.20596
21.34158,-88.87507
21.34181,-88.0369
21.34187,-88.58282
21.34213,-88.22794
21.34217,-88.2831
21.34249,-88.35116
21.34249,-88.25655
21.34264,-88.82995
21.34284,-88.69991
21.34286,-88.19122
21.34287,-87.98616
21.34289,-88.50568
21.34308,-88.07177
21.34362,-88.45944
21.34416,-87.92873
21.34434,-88.29095
21.3444,-88.82806
21.3445,-88.81407
21.34459,-88.57013
21.34462,-88.47079
21.34472,-88.24901
21.34515,-88.33247
21.34562,-88.62021
21.34691,-87.90822
21.34717,-88.57209
21.34727,-88.52579
21.34735,-88.41446
21.34749,-88.79526
21.34754,-88.85063
21.34754,-88.79416
21.34796,-88.21298
21.34821,-87.99552
21.34859,-88.60117
21.34869,-88.82932
21.34878,-88.75666
21.34888,-88.00769
21.34888,-87.91967
21.34944,-88.45598
21.34949,-88.19865
21.34951,-88.42732
21.3497,-88.5147
21.34977,-88.98267
21.34983,-88.77505
21.35003,-88.07801
21.3505,-88.28011
21.35067,-88.26088
21.35084,-88.29358
21.35121,-88.38791
21.35146,-88.28973
21.3515,-88.2388
21.35171,-88.33723
21.35199,-88.17426
21.35205,-88.79478
21.35208,-88.14688
21.35223,-87.99093
21.35274,-88.311
21.35367,-88.23004
21.35377,-88.45903
21.35404,-88.31528
21.35437,-88.13193
21.35458,-88.54456
21.35463,-88.30126
21.35467,-88.85935
21.3547,-88.26933
21.35507,-88.84012
21.35517,-88.52402
21.35539,-88.82783
21.35547,-88.90599
21.35578,-88.20565
21.35586,-88.08182
21.35607,-88.10432
21.3561,-88.35139
21.35619,-88.26458
21.35626,-87.9839
21.35646,-88.49519
21.35698,-88.4257
21.35708,-88.5777
21.35738,-88.55156
21.35777,-88.65978
21.35798,-88.19242
21.35813,-88.62863
21.35819,-88.85429
21.35833,-87.98999
21.35864,-88.32838
21.35877,-88.28876
21.35877,-88.1825
21.35894,-88.73562
21.35894,-88.27107
21.35936,-88.34028
21.3599,-88.60901
21.35997,-88.30967
21.36008,-88.38568
21.36012,-88.04908
21.36026,-87.89993
21.3606,-87.9113
21.36069,-88.17171
21.36099,-88.56955
21.36144,-88.79563
21.36163,-87.97525
21.36193,-88.53413
21.36209,-88.52653
21.36218,-88.16004
21.36233,-88.48751
21.36236,-88.50933
21.36268,-88.98132
21.36269,-88.05255
21.36308,-88.08051
21.3632,-88.04263
21.36442,-88.96957
21.36457,-88.29575
21.36465,-88.35146
21.36468,-88.28122
21.36482,-88.26376
21.3654,-88.33552
21.36552,-88.10589
21.36563,-88.09925
21.36585,-87.98392
21.36611,-88.20802
21.36623,-88.83159
21.3664,-88.42458
21.36644,-88.39227
21.36677,-88.3106
21.36704,-88.22436
21.36786,-88.43057
21.36802,-88.28948
21.36867,-88.38245
21.36869,-88.32523
21.36887,-88.39887
21.36907,-88.16624
21.36923,-88.41505
21.36938,-88.30931
21.37006,-88.12223
21.37018,-87.73521
21.37041,-88.30133
21.37054,-88.18578
21.37127,-87.89465
21.37164,-88.39848
21.37199,-88.17873
21.37266,-88.42583
21.37285,-88.05304
21.3732,-88.3036
21.37336,-88.51182
21.37342,-87.985
21.37369,-88.79571
21.37395,-88.90571
21.37397,-88.35588
21.37409,-88.30074
21.37418,-88.27487
21.37419,-87.77024
21.37439,-88.17918
21.37483,-88.38644
21.37483,-88.25989
21.37488,-88.26646
21.3754,-88.45924
21.37593,-88.15982
21.37606,-88.31523
21.37626,-88.20512
21.3767,-88.57759
21.377,-88.25127
21.3772,-87.96964
21.3774,-88.28411
21.37741,-87.83595
21.37774,-87.98932
21.37786,-88.38814
21.378,-88.63332
21.37858,-88.35947
21.37885,-88.1216
21.37907,-88.22197
21.37939,-87.99485
21.3794,-88.35107
21.37957,-88.88643
21.37967,-87.95303
21.37998,-88.07874
21.38023,-88.30847
21.38041,-88.17092
21.38088,-88.32967
21.38094,-87.70582
21.38113,-88.41087
21.38149,-88.03346
21.38154,-88.13293
21.38208,-88.43384
21.38255,-87.96507
21.38272,-88.11391
21.38273,-88.02304
21.38278,-87.69743
21.38285,-88.29812
21.38286,-88.05215
21.38293,-88.5312
21.38319,-88.52232
21.38334,-88.14841
21.38345,-88.33672
21.38367,-88.04388
21.38385,-88.19675
21.38413,-88.22726
21.38454,-88.34565
21.38496,-88.61884
21.38503,-88.32106
21.38506,-88.57429
21.38521,-88.62457
21.38538,-87.72024
21.38547,-88.22016
21.38559,-88.51308
21.38576,-88.24919
21.38631,-88.28683
21.38642,-88.27045
21.38674,-88.2392
21.38777,-87.92854
21.38783,-87.99592
21.38789,-88.22375
21.38812,-88.03125
21.38826,-88.16347
21.38826,-88.09147
21.38883,-87.93739
21.38971,-88.30812
21.38975,-88.11719
21.38993,-88.25944
21.39043,-88.39082
21.39095,-88.56688
21.39099,-88.12552
21.39152,-87.75983
21.39155,-88.07544
21.39163,-87.96501
21.39194,-88.41741
21.39206,-88.31874
21.39218,-88.21436
21.3925,-88.42381
21.39252,-88.13928
21.39303,-88.22978
21.39314,-88.57606
21.39327,-88.34886
21.39333,-88.10023
21.39349,-87.93488
21.39361,-88.17039
21.39386,-88.29126
21.39459,-88.19701
21.39464,-88.04105
21.39468,-88.13484
21.39555,-88.23293
21.39567,-88.33464
21.39577,-88.50724
21.39609,-88.44497
21.39612,-88.36137
21.39619,-88.39281
21.39622,-88.14588
21.39651,-88.15215
21.39663,-88.24257
21.39723,-88.12965
21.39731,-87.98555
21.39733,-87.7203
21.39774,-88.09966
21.39793,-88.25047
21.398,-88.303
21.39808,-87.74472
21.39835,-88.32864
21.39882,-88.27068
21.3994,-88.2806
21.39981,-88.12505
21.39984,-88.14162
21.40052,-88.32146
21.40058,-88.11759
21.40153,-88.43013
21.40167,-88.10899
21.40168,-88.17193
21.40183,-88.00194
21.40199,-88.37543
21.40224,-88.01382
21.40225,-88.07172
21.40229,-88.1279
21.4025,-88.38949
21.40294,-88.27046
21.40296,-88.14628
21.40336,-87.80608
21.40392,-87.95844
21.40403,-87.96926
21.40426,-88.291
21.40469,-87.98602
21.40486,-88.09241
21.40552,-88.28144
21.4057,-88.14108
21.40572,-88.13886
21.40666,-87.74555
21.40729,-88.18017
21.4075,-87.9246
21.40793,-88.02242
21.40927,-88.16314
21.4095,-88.61501
21.40967,-87.93438
21.40986,-88.30738
21.40997,-88.01329
21.41018,-88.48148
21.41069,-87.96039
21.41085,-87.71292
21.4114,-88.15698
21.41197,-88.32256
21.41207,-88.35751
21.4121,-88.14718
21.4124,-88.20198
21.41263,-88.48992
21.41268,-88.26177
21.41277,-87.80617
21.41306,-88.09528
21.41319,-88.13977
21.41347,-88.29195
21.41406,-88.03864
21.41454,-88.07557
21.41537,-88.31179
21.41552,-87.9255
21.41563,-87.94965
21.41635,-88.15659
21.41659,-87.79293
21.41684,-88.38685
21.41697,-88.17675
21.41699,-88.25269
21.4173,-88.1863
21.41798,-87.88274
21.4188,-88.26735
21.41884,-87.97465
21.41911,-87.89935
21.41948,-88.52237
21.41999,-88.198
21.42014,-87.9855
21.42015,-88.30009
21.42033,-88.33502
21.42061,-87.94252
21.42111,-88.52134
21.42112,-87.93637
21.42143,-88.46724
21.4229,-88.13849
21.42385,-87.96874
21.42408,-88.39093
21.42409,-88.30616
21.4244,-87.93092
21.4246,-88.10494
21.42487,-88.20574
21.42572,-88.32832
21.42585,-88.04143
21.42598,-87.79472
21.42609,-88.0141
21.42618,-88.51706
21.42643,-88.26523
21.42712,-88.02351
21.42738,-87.8063
21.428,-88.44656
21.42815,-88.3884
21.42847,-88.2765
21.42858,-88.21783
21.4288,-88.36965
21.42892,-88.33892
21.42948,-88.22686
21.43014,-88.06953
21.43079,-87.96994
21.43087,-87.77792
21.4311,-88.3482
21.43116,-88.44675
21.43128,-88.15224
21.43148,-88.19958
21.43218,-88.10428
21.43318,-88.13961
21.43322,-88.10428
21.43354,-88.30425
21.43402,-88.13918
21.43422,-88.03732
21.43437,-87.99999
21.43496,-87.952
21.43542,-88.18523
21.4356,-88.0865
21.43577,-88.32789
21.43597,-88.1332
21.43609,-88.241
21.43612,-88.31647
21.43693,-87.98932
21.43716,-87.94347
21.43741,-88.3106
21.43777,-87.88424
21.43785,-88.51446
21.43807,-88.22502
21.43813,-87.96776
21.43832,-87.79039
21.43872,-87.78198
21.439,-87.97845
21.43915,-87.96382
21.43944,-88.29059
21.43956,-88.14149
21.44065,-88.08804
21.44085,-87.7098
21.44117,-88.11691
21.44159,-88.14378
21.44187,-87.91824
21.44225,-88.04581
21.44346,-88.00036
21.44376,-88.17278
21.44382,-88.51397
21.4441,-88.2299
21.44462,-87.98989
21.4449,-88.49426
21.4449,-88.22299
21.44496,-88.12977
21.44539,-88.50637
21.44618,-88.14425
21.44748,-88.01985
21.44769,-87.98603
21.44778,-88.30554
21.44789,-88.29619
21.44792,-88.47782
21.44809,-88.14885
21.44822,-88.08112
21.44862,-88.09046
21.44918,-88.28651
21.45045,-88.19326
21.4505,-88.44164
21.45055,-88.05148
21.45076,-87.96655
21.45113,-88.13703
21.45205,-88.51978
21.45218,-88.35911
21.4523,-88.35925
21.45276,-88.50422
21.45283,-87.91398
21.45286,-88.12432
21.45303,-88.24531
21.45306,-87.99797
21.45327,-88.05769
21.45353,-88.27684
21.45396,-88.11642
21.45465,-88.47819
21.45518,-87.94476
21.45528,-88.125
21.45602,-87.9612
21.45603,-87.98565
21.45638,-88.17772
21.45671,-88.16763
21.4568,-87.92333
21.45745,-88.12711
21.45752,-88.37566
21.45788,-88.21018
21.45796,-88.16459
21.4582,-87.94949
21.45856,-88.10247
21.45888,-88.12147
21.45897,-88.13376
21.45906,-87.96137
21.4592,-88.27393
21.45939,-87.93414
21.45972,-88.11728
21.46048,-88.29144
21.46117,-88.35881
21.46152,-88.08485
21.46223,-88.00281
21.4627,-88.06042
21.46293,-88.43692
21.46376,-88.16934
21.46419,-87.97897
21.46445,-88.21212
21.46624,-88.12698
21.46636,-87.91427
21.46717,-88.284
21.46786,-88.18761
21.46866,-88.2095
21.46871,-87.89318
21.46939,-88.13319
21.46941,-87.86632
21.47067,-88.05753
21.47105,-88.2558
21.47185,-88.16457
21.47269,-88.36176
21.4729,-88.08857
21.47364,-87.94395
21.47414,-87.91721
21.47424,-88.1691
21.47463,-87.97526
21.47474,-87.99667
21.47481,-88.08432
21.47502,-88.479
21.47529,-88.04372
21.47549,-88.16688
21.4755,-88.48867
21.47557,-88.09949
21.47613,-88.06213
21.4763,-88.12773
21.47661,-88.17008
21.47715,-88.4174
21.47718,-88.109
21.47771,-88.26473
21.47817,-87.8657
21.4782,-88.07951
21.47849,-88.20864
21.47856,-88.11768
21.47885,-88.18069
21.4791,-88.2275
21.48002,-87.93376
21.48049,-88.21379
21.48068,-88.50204
21.48209,-87.96873
21.48217,-88.40829
21.48262,-88.129
21.48346,-88.34994
21.48348,-87.88558
21.48404,-88.16298
21.48425,-88.09522
21.48444,-88.49549
21.48565,-88.13623
21.4858,-87.99673
21.48626,-88.34007
21.48735,-88.51057
21.48995,-87.8793
21.49044,-88.39982
21.49048,-88.15829
21.49069,-88.25252
21.49135,-88.3929
21.4921,-88.2889
21.49213,-88.24158
21.49232,-88.1087
21.49355,-88.18574
21.49592,-88.12976
21.49613,-88.1432
21.49745,-87.92825
21.49855,-88.14973
21.50039,-88.10718
21.50079,-87.96572
21.5013,-88.12003
21.5014,-88.28179
21.50265,-88.12783
21.50311,-88.21605
21.50482,-88.18452
21.50536,-88.17252
21.50547,-87.96102
21.50604,-88.13518
21.50777,-88.16195
21.50954,-87.86807
21.50995,-87.98755
21.51073,-88.13457
21.512,-87.89104
21.5121,-88.21687
21.51236,-88.27214
21.5147,-88.2817
21.51589,-88.2924
21.51641,-88.26319
21.51683,-88.25001
21.51874,-88.10359
21.52006,-87.9677
21.52305,-88.12516
21.5232,-87.86922
21.52324,-88.15042
21.52624,-87.9898
21.52767,-88.10967
21.52867,-88.12014
21.52989,-88.2134
21.5314,-88.1294
21.5335,-88.20164
21.53539,-88.21027
21.53588,-87.9946
21.5377,-88.05395
21.54114,-88.19949
21.54295,-88.15012
21.5484,-88.1299
21.54867,-88.20947
21.54911,-88.15488
21.54979,-88.14959
21.55039,-88.21389
21.55088,-88.14548
